Trial ID,plot,sample__planned_growth_stage,items_per_sample,variable,value_dw,value_agronomist,value_dw_adjusted,n_samples
harry-oklahoma-cat-edward-early-butter,103,VT,3,dry_weight_g,157.2,52.4,52.4,38
harry-oklahoma-cat-edward-early-butter,107,VT,3,dry_weight_g,170.9,56.97,56.96666666666667,35
harry-oklahoma-cat-edward-early-butter,108,VT,3,dry_weight_g,191.9,63.97,63.96666666666667,37
harry-oklahoma-cat-edward-early-butter,109,VT,3,dry_weight_g,176.6,58.87,58.86666666666667,34
harry-oklahoma-cat-edward-early-butter,201,VT,3,dry_weight_g,191.2,63.73,63.73333333333333,35
harry-oklahoma-cat-edward-early-butter,202,VT,3,dry_weight_g,190.4,63.47,63.46666666666667,32
harry-oklahoma-cat-edward-early-butter,203,VT,3,dry_weight_g,189.6,63.2,63.199999999999996,32
harry-oklahoma-cat-edward-early-butter,204,VT,3,dry_weight_g,166.8,55.6,55.6,33
harry-oklahoma-cat-edward-early-butter,206,VT,3,dry_weight_g,177.2,59.07,59.06666666666666,36
harry-oklahoma-cat-edward-early-butter,207,VT,3,dry_weight_g,123.3,41.1,41.1,35
harry-oklahoma-cat-edward-early-butter,209,VT,3,dry_weight_g,207.5,69.17,69.16666666666667,35
harry-oklahoma-cat-edward-early-butter,304,VT,3,dry_weight_g,177.5,59.17,59.166666666666664,35
harry-oklahoma-cat-edward-early-butter,305,VT,3,dry_weight_g,193.0,64.33,64.33333333333333,37
harry-oklahoma-cat-edward-early-butter,306,VT,3,dry_weight_g,228.5,76.17,76.16666666666667,37
harry-oklahoma-cat-edward-early-butter,307,VT,3,dry_weight_g,208.1,69.37,69.36666666666666,36
harry-oklahoma-cat-edward-early-butter,308,VT,3,dry_weight_g,163.0,54.33,54.333333333333336,38
harry-oklahoma-cat-edward-early-butter,309,VT,3,dry_weight_g,161.1,53.7,53.699999999999996,38
harry-oklahoma-cat-edward-early-butter,401,VT,3,dry_weight_g,226.6,75.53,75.53333333333333,34
harry-oklahoma-cat-edward-early-butter,403,VT,3,dry_weight_g,178.0,59.33,59.333333333333336,33
harry-oklahoma-cat-edward-early-butter,405,VT,3,dry_weight_g,209.4,69.8,69.8,36
harry-oklahoma-cat-edward-early-butter,406,VT,3,dry_weight_g,130.1,43.37,43.36666666666667,34
zebra-fillet-moon-sweet-harry-april,101,VT,3,dry_weight_g,51.5,17.17,17.166666666666668,36
zebra-fillet-moon-sweet-harry-april,102,VT,3,dry_weight_g,61.5,20.5,20.5,37
zebra-fillet-moon-sweet-harry-april,103,VT,3,dry_weight_g,58.2,19.4,19.400000000000002,38
zebra-fillet-moon-sweet-harry-april,104,VT,3,dry_weight_g,61.1,20.37,20.366666666666667,38
zebra-fillet-moon-sweet-harry-april,107,VT,3,dry_weight_g,55.9,18.63,18.633333333333333,35
zebra-fillet-moon-sweet-harry-april,108,VT,3,dry_weight_g,66.8,22.27,22.266666666666666,37
zebra-fillet-moon-sweet-harry-april,109,VT,3,dry_weight_g,80.8,26.93,26.933333333333334,34
zebra-fillet-moon-sweet-harry-april,409,VT,3,dry_weight_g,71.7,23.9,23.900000000000002,33
zebra-fillet-moon-sweet-harry-april,501,VT,3,dry_weight_g,56.1,18.7,18.7,6
zebra-fillet-moon-sweet-harry-april,502,VT,3,dry_weight_g,76.1,25.37,25.366666666666664,6
zebra-fillet-moon-sweet-harry-april,503,VT,3,dry_weight_g,66.6,22.2,22.2,6
zebra-fillet-moon-sweet-harry-april,606,VT,3,dry_weight_g,65.5,21.83,21.833333333333332,7
zebra-fillet-moon-sweet-harry-april,608,VT,3,dry_weight_g,57.5,19.17,19.166666666666668,6
washington-uranus-eighteen-queen-cardinal-cola,107,VT,3,dry_weight_g,257.0,85.67,85.66666666666667,35
arizona-pluto-yellow-apart-eleven-alanine,104,VT,3,dry_weight_g,364.9,121.63,121.63333333333333,38
arizona-pluto-yellow-apart-eleven-alanine,105,VT,3,dry_weight_g,275.1,91.7,91.7,35
arizona-pluto-yellow-apart-eleven-alanine,106,VT,3,dry_weight_g,383.1,127.7,127.7,35
arizona-pluto-yellow-apart-eleven-alanine,107,VT,3,dry_weight_g,361.5,120.5,120.5,35
arizona-pluto-yellow-apart-eleven-alanine,108,VT,3,dry_weight_g,448.7,149.57,149.56666666666666,37
arizona-pluto-yellow-apart-eleven-alanine,109,VT,3,dry_weight_g,407.1,135.7,135.70000000000002,34
arizona-pluto-yellow-apart-eleven-alanine,201,VT,3,dry_weight_g,398.9,132.97,132.96666666666667,35
zebra-fillet-moon-sweet-harry-april,609,VT,3,dry_weight_g,58.1,19.37,19.366666666666667,6
arizona-pluto-yellow-apart-eleven-alanine,205,VT,3,dry_weight_g,366.8,122.27,122.26666666666667,35
arizona-pluto-yellow-apart-eleven-alanine,206,VT,3,dry_weight_g,365.6,121.87,121.86666666666667,36
arizona-pluto-yellow-apart-eleven-alanine,301,VT,3,dry_weight_g,400.6,133.53,133.53333333333333,30
arizona-pluto-yellow-apart-eleven-alanine,302,VT,3,dry_weight_g,246.7,82.23,82.23333333333333,34
arizona-pluto-yellow-apart-eleven-alanine,303,VT,3,dry_weight_g,405.8,135.27,135.26666666666668,36
arizona-pluto-yellow-apart-eleven-alanine,304,VT,3,dry_weight_g,474.7,158.23,158.23333333333332,35
arizona-pluto-yellow-apart-eleven-alanine,305,VT,3,dry_weight_g,366.2,122.07,122.06666666666666,37
arizona-pluto-yellow-apart-eleven-alanine,306,VT,3,dry_weight_g,449.0,149.67,149.66666666666666,37
arizona-pluto-yellow-apart-eleven-alanine,307,VT,3,dry_weight_g,440.3,146.77,146.76666666666668,36
arizona-pluto-yellow-apart-eleven-alanine,403,VT,3,dry_weight_g,426.8,142.27,142.26666666666668,33
arizona-pluto-yellow-apart-eleven-alanine,404,VT,3,dry_weight_g,403.9,134.63,134.63333333333333,35
arizona-pluto-yellow-apart-eleven-alanine,405,VT,3,dry_weight_g,389.6,129.87,129.86666666666667,36
arizona-pluto-yellow-apart-eleven-alanine,406,VT,3,dry_weight_g,390.2,130.07,130.06666666666666,34
arizona-pluto-yellow-apart-eleven-alanine,407,VT,3,dry_weight_g,396.2,132.07,132.06666666666666,32
arizona-pluto-yellow-apart-eleven-alanine,408,VT,3,dry_weight_g,384.3,128.1,128.1,30
arizona-pluto-yellow-apart-eleven-alanine,409,VT,3,dry_weight_g,495.9,165.3,165.29999999999998,33
red-maine-artist-south-wisconsin-october,101,VT,1,dry_weight_g,66.2, ,66.2,36
red-maine-artist-south-wisconsin-october,101,VT,1,dry_weight_g,83.8, ,83.8,36
red-maine-artist-south-wisconsin-october,102,VT,1,dry_weight_g,76.3,76.30,76.3,37
red-maine-artist-south-wisconsin-october,102,VT,1,dry_weight_g,85.4,76.30,85.4,37
red-maine-artist-south-wisconsin-october,103,VT,1,dry_weight_g,80.4, ,80.4,38
red-maine-artist-south-wisconsin-october,103,VT,1,dry_weight_g,76.9, ,76.9,38
red-maine-artist-south-wisconsin-october,104,VT,1,dry_weight_g,68.5,81.00,68.5,38
red-maine-artist-south-wisconsin-october,104,VT,1,dry_weight_g,72.8,81.00,72.8,38
red-maine-artist-south-wisconsin-october,105,VT,1,dry_weight_g,77.4, ,77.4,35
red-maine-artist-south-wisconsin-october,105,VT,1,dry_weight_g,84.4, ,84.4,35
red-maine-artist-south-wisconsin-october,106,VT,1,dry_weight_g,62.4,81.30,62.4,35
red-maine-artist-south-wisconsin-october,106,VT,1,dry_weight_g,75.5,81.30,75.5,35
red-maine-artist-south-wisconsin-october,107,VT,1,dry_weight_g,36.9,63.50,36.9,35
red-maine-artist-south-wisconsin-october,107,VT,1,dry_weight_g,70.4,63.50,70.4,35
red-maine-artist-south-wisconsin-october,107,VT,1,dry_weight_g,67.7,63.50,67.7,35
red-maine-artist-south-wisconsin-october,108,VT,1,dry_weight_g,70.6,70.33,70.6,37
red-maine-artist-south-wisconsin-october,108,VT,1,dry_weight_g,76.7,70.33,76.7,37
red-maine-artist-south-wisconsin-october,109,VT,1,dry_weight_g,22.7,65.17,22.7,34
red-maine-artist-south-wisconsin-october,109,VT,1,dry_weight_g,87.8,65.17,87.8,34
red-maine-artist-south-wisconsin-october,201,VT,1,dry_weight_g,60.2,70.75,60.2,35
red-maine-artist-south-wisconsin-october,201,VT,1,dry_weight_g,93.5,70.75,93.5,35
red-maine-artist-south-wisconsin-october,202,VT,1,dry_weight_g,81.3,77.80,81.3,32
red-maine-artist-south-wisconsin-october,203,VT,1,dry_weight_g,79.4,73.53,79.4,32
red-maine-artist-south-wisconsin-october,205,VT,1,dry_weight_g,89.5,73.75,89.5,35
red-maine-artist-south-wisconsin-october,205,VT,1,dry_weight_g,73.2,73.75,73.2,35
red-maine-artist-south-wisconsin-october,206,VT,1,dry_weight_g,85.5,77.73,85.5,36
red-maine-artist-south-wisconsin-october,206,VT,1,dry_weight_g,57.5,77.73,57.5,36
red-maine-artist-south-wisconsin-october,207,VT,1,dry_weight_g,62.3,80.90,62.3,35
red-maine-artist-south-wisconsin-october,207,VT,1,dry_weight_g,80.9,80.90,80.9,35
red-maine-artist-south-wisconsin-october,208,VT,1,dry_weight_g,66.8,76.60,66.8,36
red-maine-artist-south-wisconsin-october,208,VT,1,dry_weight_g,71.3,76.60,71.3,36
red-maine-artist-south-wisconsin-october,209,VT,1,dry_weight_g,75.2,63.50,75.2,35
red-maine-artist-south-wisconsin-october,209,VT,1,dry_weight_g,59.6,63.50,59.6,35
red-maine-artist-south-wisconsin-october,301,VT,1,dry_weight_g,67.0,74.93,67.0,30
red-maine-artist-south-wisconsin-october,301,VT,1,dry_weight_g,75.0,74.93,75.0,30
red-maine-artist-south-wisconsin-october,301,VT,1,dry_weight_g,82.8,74.93,82.8,30
red-maine-artist-south-wisconsin-october,302,VT,1,dry_weight_g,71.0,70.50,71.0,34
red-maine-artist-south-wisconsin-october,302,VT,1,dry_weight_g,57.3,70.50,57.3,34
red-maine-artist-south-wisconsin-october,303,VT,1,dry_weight_g,56.2,61.50,56.2,36
red-maine-artist-south-wisconsin-october,303,VT,1,dry_weight_g,68.3,61.50,68.3,36
red-maine-artist-south-wisconsin-october,304,VT,1,dry_weight_g,84.8,84.77,84.8,35
red-maine-artist-south-wisconsin-october,304,VT,1,dry_weight_g,79.7,84.77,79.7,35
red-maine-artist-south-wisconsin-october,305,VT,1,dry_weight_g,83.9,73.80,83.9,37
red-maine-artist-south-wisconsin-october,305,VT,1,dry_weight_g,60.2,73.80,60.2,37
red-maine-artist-south-wisconsin-october,306,VT,1,dry_weight_g,79.6,83.50,79.6,37
red-maine-artist-south-wisconsin-october,306,VT,1,dry_weight_g,88.0,83.50,88.0,37
red-maine-artist-south-wisconsin-october,307,VT,1,dry_weight_g,57.9,63.90,57.9,36
red-maine-artist-south-wisconsin-october,307,VT,1,dry_weight_g,66.3,63.90,66.3,36
red-maine-artist-south-wisconsin-october,308,VT,1,dry_weight_g,89.2,74.60,89.2,38
red-maine-artist-south-wisconsin-october,308,VT,1,dry_weight_g,75.1,74.60,75.1,38
red-maine-artist-south-wisconsin-october,309,VT,1,dry_weight_g,82.9,75.77,82.9,38
red-maine-artist-south-wisconsin-october,401,VT,1,dry_weight_g,67.8,70.90,67.8,34
red-maine-artist-south-wisconsin-october,401,VT,1,dry_weight_g,55.9,70.90,55.9,34
red-maine-artist-south-wisconsin-october,402,VT,1,dry_weight_g,80.6,75.30,80.6,34
red-maine-artist-south-wisconsin-october,402,VT,1,dry_weight_g,97.1,75.30,97.1,34
red-maine-artist-south-wisconsin-october,403,VT,1,dry_weight_g,65.0,69.73,65.0,33
red-maine-artist-south-wisconsin-october,404,VT,1,dry_weight_g,77.1,79.33,77.1,35
red-maine-artist-south-wisconsin-october,404,VT,1,dry_weight_g,90.5,79.33,90.5,35
red-maine-artist-south-wisconsin-october,405,VT,1,dry_weight_g,82.3,81.83,82.3,36
red-maine-artist-south-wisconsin-october,405,VT,1,dry_weight_g,84.0,81.83,84.0,36
red-maine-artist-south-wisconsin-october,406,VT,1,dry_weight_g,75.3,67.17,75.3,34
red-maine-artist-south-wisconsin-october,406,VT,1,dry_weight_g,54.5,67.17,54.5,34
red-maine-artist-south-wisconsin-october,407,VT,1,dry_weight_g,86.8,73.13,86.8,32
red-maine-artist-south-wisconsin-october,407,VT,1,dry_weight_g,69.1,73.13,69.1,32
red-maine-artist-south-wisconsin-october,407,VT,1,dry_weight_g,63.5,73.13,63.5,32
red-maine-artist-south-wisconsin-october,408,VT,1,dry_weight_g,70.6,73.27,70.6,30
red-maine-artist-south-wisconsin-october,408,VT,1,dry_weight_g,81.0,73.27,81.0,30
red-maine-artist-south-wisconsin-october,409,VT,1,dry_weight_g,72.5,61.40,72.5,33
red-maine-artist-south-wisconsin-october,409,VT,1,dry_weight_g,68.1,61.40,68.1,33
asparagus-zebra-low-winner-floor-december,101,VT,1,dry_weight_g,89.0,96.93,89.0,36
asparagus-zebra-low-winner-floor-december,101,VT,1,dry_weight_g,107.4,96.93,107.4,36
asparagus-zebra-low-winner-floor-december,102,VT,1,dry_weight_g,81.7,92.53,81.7,37
asparagus-zebra-low-winner-floor-december,102,VT,1,dry_weight_g,99.3,92.53,99.3,37
asparagus-zebra-low-winner-floor-december,102,VT,1,dry_weight_g,96.6,92.53,96.6,37
asparagus-zebra-low-winner-floor-december,104,VT,1,dry_weight_g,85.9,89.30,85.9,38
asparagus-zebra-low-winner-floor-december,104,VT,1,dry_weight_g,116.4,89.30,116.4,38
asparagus-zebra-low-winner-floor-december,105,VT,1,dry_weight_g,111.5,123.07,111.5,35
asparagus-zebra-low-winner-floor-december,105,VT,1,dry_weight_g,131.4,123.07,131.4,35
asparagus-zebra-low-winner-floor-december,106,VT,1,dry_weight_g,126.8,97.13,126.8,35
asparagus-zebra-low-winner-floor-december,107,VT,1,dry_weight_g,125.9,106.20,125.9,35
asparagus-zebra-low-winner-floor-december,107,VT,1,dry_weight_g,84.1,106.20,84.1,35
asparagus-zebra-low-winner-floor-december,107,VT,1,dry_weight_g,108.6,106.20,108.6,35
asparagus-zebra-low-winner-floor-december,108,VT,1,dry_weight_g,96.3,119.50,96.3,37
asparagus-zebra-low-winner-floor-december,108,VT,1,dry_weight_g,139.8,119.50,139.8,37
asparagus-zebra-low-winner-floor-december,109,VT,1,dry_weight_g,121.8,107.43,121.8,34
asparagus-zebra-low-winner-floor-december,109,VT,1,dry_weight_g,74.2,107.43,74.2,34
asparagus-zebra-low-winner-floor-december,201,VT,1,dry_weight_g,164.9,117.50,164.9,35
asparagus-zebra-low-winner-floor-december,201,VT,1,dry_weight_g,90.5,117.50,90.5,35
asparagus-zebra-low-winner-floor-december,202,VT,1,dry_weight_g,106.4,113.47,106.4,32
asparagus-zebra-low-winner-floor-december,202,VT,1,dry_weight_g,120.9,113.47,120.9,32
asparagus-zebra-low-winner-floor-december,203,VT,1,dry_weight_g,109.2,101.47,109.2,32
asparagus-zebra-low-winner-floor-december,203,VT,1,dry_weight_g,83.5,101.47,83.5,32
asparagus-zebra-low-winner-floor-december,204,VT,1,dry_weight_g,104.5,122.60,104.5,33
asparagus-zebra-low-winner-floor-december,204,VT,1,dry_weight_g,150.4,122.60,150.4,33
asparagus-zebra-low-winner-floor-december,205,VT,1,dry_weight_g,101.4,89.97,101.4,35
asparagus-zebra-low-winner-floor-december,205,VT,1,dry_weight_g,85.0,89.97,85.0,35
asparagus-zebra-low-winner-floor-december,206,VT,1,dry_weight_g,89.9,101.73,89.9,36
asparagus-zebra-low-winner-floor-december,206,VT,1,dry_weight_g,106.7,101.73,106.7,36
asparagus-zebra-low-winner-floor-december,207,VT,1,dry_weight_g,130.1,111.87,130.1,35
asparagus-zebra-low-winner-floor-december,207,VT,1,dry_weight_g,100.8,111.87,100.8,35
asparagus-zebra-low-winner-floor-december,208,VT,1,dry_weight_g,87.5,90.53,87.5,36
asparagus-zebra-low-winner-floor-december,208,VT,1,dry_weight_g,74.7,90.53,74.7,36
asparagus-zebra-low-winner-floor-december,208,VT,1,dry_weight_g,109.4,90.53,109.4,36
asparagus-zebra-low-winner-floor-december,301,VT,1,dry_weight_g,122.9,121.00,122.9,30
asparagus-zebra-low-winner-floor-december,302,VT,1,dry_weight_g,88.2,94.00,88.2,34
asparagus-zebra-low-winner-floor-december,302,VT,1,dry_weight_g,80.9,94.00,80.9,34
asparagus-zebra-low-winner-floor-december,303,VT,1,dry_weight_g,120.0,111.87,120.0,36
asparagus-zebra-low-winner-floor-december,303,VT,1,dry_weight_g,111.8,111.87,111.8,36
asparagus-zebra-low-winner-floor-december,304,VT,1,dry_weight_g,107.0,119.57,107.0,35
asparagus-zebra-low-winner-floor-december,304,VT,1,dry_weight_g,115.3,119.57,115.3,35
asparagus-zebra-low-winner-floor-december,304,VT,1,dry_weight_g,136.4,119.57,136.4,35
asparagus-zebra-low-winner-floor-december,305,VT,1,dry_weight_g,93.9,97.73,93.9,37
asparagus-zebra-low-winner-floor-december,305,VT,1,dry_weight_g,96.5,97.73,96.5,37
asparagus-zebra-low-winner-floor-december,306,VT,1,dry_weight_g,103.8,95.60,103.8,37
asparagus-zebra-low-winner-floor-december,306,VT,1,dry_weight_g,83.3,95.60,83.3,37
asparagus-zebra-low-winner-floor-december,307,VT,1,dry_weight_g,103.4,100.77,103.4,36
asparagus-zebra-low-winner-floor-december,307,VT,1,dry_weight_g,95.1,100.77,95.1,36
asparagus-zebra-low-winner-floor-december,308,VT,1,dry_weight_g,118.6,107.83,118.6,38
asparagus-zebra-low-winner-floor-december,308,VT,1,dry_weight_g,98.4,107.83,98.4,38
asparagus-zebra-low-winner-floor-december,309,VT,1,dry_weight_g,93.7,102.13,93.7,38
asparagus-zebra-low-winner-floor-december,309,VT,1,dry_weight_g,117.5,102.13,117.5,38
asparagus-zebra-low-winner-floor-december,401,VT,1,dry_weight_g,61.3,80.33,61.3,34
asparagus-zebra-low-winner-floor-december,401,VT,1,dry_weight_g,96.4,80.33,96.4,34
asparagus-zebra-low-winner-floor-december,402,VT,1,dry_weight_g,86.2,77.80,86.2,34
asparagus-zebra-low-winner-floor-december,402,VT,1,dry_weight_g,44.1,77.80,44.1,34
asparagus-zebra-low-winner-floor-december,403,VT,1,dry_weight_g,77.7,92.30,77.7,33
asparagus-zebra-low-winner-floor-december,403,VT,1,dry_weight_g,113.8,92.30,113.8,33
asparagus-zebra-low-winner-floor-december,404,VT,1,dry_weight_g,74.0,71.40,74.0,35
asparagus-zebra-low-winner-floor-december,404,VT,1,dry_weight_g,75.8,71.40,75.8,35
asparagus-zebra-low-winner-floor-december,405,VT,1,dry_weight_g,111.4,111.17,111.4,36
asparagus-zebra-low-winner-floor-december,405,VT,1,dry_weight_g,100.9,111.17,100.9,36
asparagus-zebra-low-winner-floor-december,405,VT,1,dry_weight_g,121.2,111.17,121.2,36
asparagus-zebra-low-winner-floor-december,407,VT,1,dry_weight_g,100.8,113.73,100.8,32
asparagus-zebra-low-winner-floor-december,408,VT,1,dry_weight_g,90.0,107.23,90.0,30
asparagus-zebra-low-winner-floor-december,408,VT,1,dry_weight_g,113.0,107.23,113.0,30
asparagus-zebra-low-winner-floor-december,409,VT,1,dry_weight_g,105.5,99.27,105.5,33
bakerloo-thirteen-xray-muppet-maine-coffee,101,VT,3,dry_weight_g,236.5,163.23,78.83333333333333,36
bakerloo-thirteen-xray-muppet-maine-coffee,102,VT,3,dry_weight_g,260.5,163.23,86.83333333333333,37
bakerloo-thirteen-xray-muppet-maine-coffee,103,VT,3,dry_weight_g,202.5,149.7,67.5,38
bakerloo-thirteen-xray-muppet-maine-coffee,104,VT,3,dry_weight_g,257.0,160.47,85.66666666666667,38
bakerloo-thirteen-xray-muppet-maine-coffee,105,VT,3,dry_weight_g,240.1,164.9,80.03333333333333,35
bakerloo-thirteen-xray-muppet-maine-coffee,105,VT,3,dry_weight_g,254.6,164.9,84.86666666666666,35
bakerloo-thirteen-xray-muppet-maine-coffee,106,VT,3,dry_weight_g,249.8,163.53,83.26666666666667,35
bakerloo-thirteen-xray-muppet-maine-coffee,106,VT,3,dry_weight_g,240.8,163.53,80.26666666666667,35
bakerloo-thirteen-xray-muppet-maine-coffee,107,VT,3,dry_weight_g,240.7,170.27,80.23333333333333,35
bakerloo-thirteen-xray-muppet-maine-coffee,107,VT,3,dry_weight_g,270.1,170.27,90.03333333333335,35
bakerloo-thirteen-xray-muppet-maine-coffee,202,VT,3,dry_weight_g,232.3,161.03,77.43333333333334,32
bakerloo-thirteen-xray-muppet-maine-coffee,203,VT,3,dry_weight_g,240.0,169.87,80.0,32
bakerloo-thirteen-xray-muppet-maine-coffee,203,VT,3,dry_weight_g,269.6,169.87,89.86666666666667,32
bakerloo-thirteen-xray-muppet-maine-coffee,204,VT,3,dry_weight_g,223.6,167.1,74.53333333333333,33
bakerloo-thirteen-xray-muppet-maine-coffee,204,VT,3,dry_weight_g,277.7,167.1,92.56666666666666,33
bakerloo-thirteen-xray-muppet-maine-coffee,205,VT,3,dry_weight_g,284.5,179.6,94.83333333333333,35
bakerloo-thirteen-xray-muppet-maine-coffee,205,VT,3,dry_weight_g,254.3,179.6,84.76666666666667,35
bakerloo-thirteen-xray-muppet-maine-coffee,206,VT,3,dry_weight_g,247.3,181.0,82.43333333333334,36
bakerloo-thirteen-xray-muppet-maine-coffee,207,VT,3,dry_weight_g,300.2,172.9,100.06666666666666,35
bakerloo-thirteen-xray-muppet-maine-coffee,306,VT,3,dry_weight_g,258.4,179.67,86.13333333333333,37
bakerloo-thirteen-xray-muppet-maine-coffee,307,VT,3,dry_weight_g,293.8,177.77,97.93333333333334,36
maryland-summer-nuts-march-minnesota-lamp,101,VT,3,dry_weight_g,338.0,112.67,112.66666666666667,36
bakerloo-thirteen-xray-muppet-maine-coffee,307,VT,3,dry_weight_g,239.5,177.77,79.83333333333333,36
bakerloo-thirteen-xray-muppet-maine-coffee,308,VT,3,dry_weight_g,291.2,189.57,97.06666666666666,38
bakerloo-thirteen-xray-muppet-maine-coffee,309,VT,3,dry_weight_g,246.3,180.83,82.10000000000001,38
bakerloo-thirteen-xray-muppet-maine-coffee,401,VT,3,dry_weight_g,150.1,85.77,50.03333333333333,34
bakerloo-thirteen-xray-muppet-maine-coffee,402,VT,3,dry_weight_g,143.9,91.3,47.96666666666667,34
bakerloo-thirteen-xray-muppet-maine-coffee,403,VT,3,dry_weight_g,151.7,91.47,50.56666666666666,33
maryland-summer-nuts-march-minnesota-lamp,106,VT,3,dry_weight_g,345.1,115.03,115.03333333333335,35
maryland-summer-nuts-march-minnesota-lamp,107,VT,3,dry_weight_g,234.4,78.13,78.13333333333334,35
maryland-summer-nuts-march-minnesota-lamp,108,VT,3,dry_weight_g,250.2,83.40,83.39999999999999,37
maryland-summer-nuts-march-minnesota-lamp,109,VT,3,dry_weight_g,278.2,92.73,92.73333333333333,34
maryland-summer-nuts-march-minnesota-lamp,201,VT,3,dry_weight_g,191.6,63.87,63.86666666666667,35
maryland-summer-nuts-march-minnesota-lamp,202,VT,3,dry_weight_g,222.6,74.20,74.2,32
maryland-summer-nuts-march-minnesota-lamp,203,VT,3,dry_weight_g,228.2,76.07,76.06666666666666,32
maryland-summer-nuts-march-minnesota-lamp,207,VT,3,dry_weight_g,276.8,92.27,92.26666666666667,35
maryland-summer-nuts-march-minnesota-lamp,303,VT,3,dry_weight_g,238.8,79.60,79.60000000000001,36
maryland-summer-nuts-march-minnesota-lamp,304,VT,3,dry_weight_g,277.1,92.37,92.36666666666667,35
maryland-summer-nuts-march-minnesota-lamp,305,VT,3,dry_weight_g,285.1,95.03,95.03333333333335,37
maryland-summer-nuts-march-minnesota-lamp,306,VT,3,dry_weight_g,261.8,87.27,87.26666666666667,37
maryland-summer-nuts-march-minnesota-lamp,307,VT,3,dry_weight_g,289.2,96.40,96.39999999999999,36
maryland-summer-nuts-march-minnesota-lamp,308,VT,3,dry_weight_g,286.1,95.37,95.36666666666667,38
maryland-summer-nuts-march-minnesota-lamp,309,VT,3,dry_weight_g,270.1,90.03,90.03333333333335,38
maryland-summer-nuts-march-minnesota-lamp,404,VT,3,dry_weight_g,286.7,95.57,95.56666666666666,35
maryland-summer-nuts-march-minnesota-lamp,406,VT,3,dry_weight_g,339.1,113.03,113.03333333333335,34
diet-victor-floor-pluto-fix-pizza,101,VT,1,dry_weight_g,145.0,152.0,145.0,36
diet-victor-floor-pluto-fix-pizza,101,VT,1,dry_weight_g,151.0,152.0,151.0,36
diet-victor-floor-pluto-fix-pizza,102,VT,1,dry_weight_g,169.3,134.87,169.3,37
diet-victor-floor-pluto-fix-pizza,102,VT,1,dry_weight_g,138.6,134.87,138.6,37
diet-victor-floor-pluto-fix-pizza,103,VT,1,dry_weight_g,156.3,147.43,156.3,38
diet-victor-floor-pluto-fix-pizza,103,VT,1,dry_weight_g,132.9,147.43,132.9,38
diet-victor-floor-pluto-fix-pizza,104,VT,1,dry_weight_g,123.6,146.53,123.6,38
diet-victor-floor-pluto-fix-pizza,104,VT,1,dry_weight_g,148.0,146.53,148.0,38
diet-victor-floor-pluto-fix-pizza,105,VT,1,dry_weight_g,147.6,143.6,147.6,35
diet-victor-floor-pluto-fix-pizza,105,VT,1,dry_weight_g,135.8,143.6,135.8,35
diet-victor-floor-pluto-fix-pizza,106,VT,1,dry_weight_g,123.9,140.4,123.9,35
diet-victor-floor-pluto-fix-pizza,106,VT,1,dry_weight_g,133.3,140.4,133.3,35
diet-victor-floor-pluto-fix-pizza,106,VT,1,dry_weight_g,164.0,140.4,164.0,35
diet-victor-floor-pluto-fix-pizza,107,VT,1,dry_weight_g,129.9,137.47,129.9,35
diet-victor-floor-pluto-fix-pizza,107,VT,1,dry_weight_g,141.2,137.47,141.2,35
diet-victor-floor-pluto-fix-pizza,202,VT,1,dry_weight_g,154.3,153.8,154.3,32
diet-victor-floor-pluto-fix-pizza,202,VT,1,dry_weight_g,159.0,153.8,159.0,32
diet-victor-floor-pluto-fix-pizza,204,VT,1,dry_weight_g,160.6,141.1,160.6,33
diet-victor-floor-pluto-fix-pizza,204,VT,1,dry_weight_g,126.1,141.1,126.1,33
diet-victor-floor-pluto-fix-pizza,204,VT,1,dry_weight_g,136.6,141.1,136.6,33
diet-victor-floor-pluto-fix-pizza,205,VT,1,dry_weight_g,155.8,154.87,155.8,35
diet-victor-floor-pluto-fix-pizza,205,VT,1,dry_weight_g,139.6,154.87,139.6,35
diet-victor-floor-pluto-fix-pizza,206,VT,1,dry_weight_g,153.0,139.47,153.0,36
diet-victor-floor-pluto-fix-pizza,206,VT,1,dry_weight_g,135.3,139.47,135.3,36
diet-victor-floor-pluto-fix-pizza,207,VT,1,dry_weight_g,141.0,130.73,141.0,35
diet-victor-floor-pluto-fix-pizza,207,VT,1,dry_weight_g,120.1,130.73,120.1,35
diet-victor-floor-pluto-fix-pizza,208,VT,1,dry_weight_g,150.9,135.23,150.9,36
diet-victor-floor-pluto-fix-pizza,208,VT,1,dry_weight_g,122.9,135.23,122.9,36
diet-victor-floor-pluto-fix-pizza,209,VT,1,dry_weight_g,136.9,139.1,136.9,35
diet-victor-floor-pluto-fix-pizza,209,VT,1,dry_weight_g,143.7,139.1,143.7,35
diet-victor-floor-pluto-fix-pizza,307,VT,1,dry_weight_g,141.4,147.0,141.4,36
diet-victor-floor-pluto-fix-pizza,308,VT,1,dry_weight_g,130.7,139.8,130.7,38
diet-victor-floor-pluto-fix-pizza,308,VT,1,dry_weight_g,131.2,139.8,131.2,38
diet-victor-floor-pluto-fix-pizza,309,VT,1,dry_weight_g,134.3,137.1,134.3,38
diet-victor-floor-pluto-fix-pizza,309,VT,1,dry_weight_g,150.3,137.1,150.3,38
diet-victor-floor-pluto-fix-pizza,401,VT,1,dry_weight_g,138.6,135.0,138.6,34
