Trial ID,plot,sample__planned_growth_stage,items_per_sample,variable,value_dw,value_agronomist,n_samples
diet-victor-floor-pluto-fix-pizza,205,VT,1,dry_weight_g,155.8,154.87,35
diet-victor-floor-pluto-fix-pizza,205,VT,1,dry_weight_g,139.6,154.87,35
diet-victor-floor-pluto-fix-pizza,206,VT,1,dry_weight_g,153.0,139.47,36
diet-victor-floor-pluto-fix-pizza,206,VT,1,dry_weight_g,135.3,139.47,36
diet-victor-floor-pluto-fix-pizza,207,VT,1,dry_weight_g,141.0,130.73,35
diet-victor-floor-pluto-fix-pizza,207,VT,1,dry_weight_g,120.1,130.73,35
diet-victor-floor-pluto-fix-pizza,208,VT,1,dry_weight_g,150.9,135.23,36
diet-victor-floor-pluto-fix-pizza,208,VT,1,dry_weight_g,122.9,135.23,36
diet-victor-floor-pluto-fix-pizza,209,VT,1,dry_weight_g,136.9,139.1,35
diet-victor-floor-pluto-fix-pizza,209,VT,1,dry_weight_g,143.7,139.1,35
diet-victor-floor-pluto-fix-pizza,307,VT,1,dry_weight_g,141.4,147.0,36
diet-victor-floor-pluto-fix-pizza,308,VT,1,dry_weight_g,130.7,139.8,38
diet-victor-floor-pluto-fix-pizza,308,VT,1,dry_weight_g,131.2,139.8,38
diet-victor-floor-pluto-fix-pizza,309,VT,1,dry_weight_g,134.3,137.1,38
diet-victor-floor-pluto-fix-pizza,309,VT,1,dry_weight_g,150.3,137.1,38
diet-victor-floor-pluto-fix-pizza,401,VT,1,dry_weight_g,138.6,135.0,34
diet-victor-floor-pluto-fix-pizza,401,VT,1,dry_weight_g,118.4,135.0,34
diet-victor-floor-pluto-fix-pizza,402,VT,1,dry_weight_g,170.8,174.27,34
diet-victor-floor-pluto-fix-pizza,402,VT,1,dry_weight_g,163.1,174.27,34
diet-victor-floor-pluto-fix-pizza,403,VT,1,dry_weight_g,153.7,154.93,33
diet-victor-floor-pluto-fix-pizza,403,VT,1,dry_weight_g,154.0,154.93,33
diet-victor-floor-pluto-fix-pizza,403,VT,1,dry_weight_g,157.1,154.93,33
diet-victor-floor-pluto-fix-pizza,404,VT,1,dry_weight_g,161.9,167.2,35
diet-victor-floor-pluto-fix-pizza,405,VT,1,dry_weight_g,181.3,158.23,36
diet-victor-floor-pluto-fix-pizza,406,VT,1,dry_weight_g,151.5,155.63,34
lion-uncle-march-lactose-mexico-vegan,101,VT,3,dry_weight_g,231.1,77.03,36
lion-uncle-march-lactose-mexico-vegan,102,VT,3,dry_weight_g,279.2,93.07,37
lion-uncle-march-lactose-mexico-vegan,103,VT,3,dry_weight_g,299.3,99.77,38
lion-uncle-march-lactose-mexico-vegan,104,VT,3,dry_weight_g,337.8,112.60,38
lion-uncle-march-lactose-mexico-vegan,304,VT,3,dry_weight_g,250.7, ,35
lion-uncle-march-lactose-mexico-vegan,305,VT,3,dry_weight_g,252.0, ,37
lion-uncle-march-lactose-mexico-vegan,306,VT,3,dry_weight_g,269.2, ,37
lion-uncle-march-lactose-mexico-vegan,307,VT,3,dry_weight_g,247.3, ,36
lion-uncle-march-lactose-mexico-vegan,308,VT,3,dry_weight_g,250.1,83.37,38
lion-uncle-march-lactose-mexico-vegan,309,VT,3,dry_weight_g,242.8,80.93,38
lion-uncle-march-lactose-mexico-vegan,404,VT,3,dry_weight_g,285.5,95.17,35
lion-uncle-march-lactose-mexico-vegan,405,VT,3,dry_weight_g,273.5,91.17,36
lion-uncle-march-lactose-mexico-vegan,406,VT,3,dry_weight_g,270.3,90.10,34
lion-uncle-march-lactose-mexico-vegan,407,VT,3,dry_weight_g,279.6,93.20,32
east-helium-butter-early-muppet-florida,206,VT,3,dry_weight_g,182.4,60.80,36
east-helium-butter-early-muppet-florida,208,VT,3,dry_weight_g,173.8,57.93,36
east-helium-butter-early-muppet-florida,209,VT,3,dry_weight_g,222.3,74.10,35
east-helium-butter-early-muppet-florida,301,VT,3,dry_weight_g,266.5,88.83,30
east-helium-butter-early-muppet-florida,302,VT,3,dry_weight_g,245.6,81.87,34
east-helium-butter-early-muppet-florida,303,VT,3,dry_weight_g,217.6,72.53,36
east-helium-butter-early-muppet-florida,307,VT,3,dry_weight_g,229.0,76.33,36
east-helium-butter-early-muppet-florida,308,VT,3,dry_weight_g,249.7,83.23,38
east-helium-butter-early-muppet-florida,309,VT,3,dry_weight_g,275.3,91.77,38
connecticut-leopard-queen-vegan-low-artist,110,VT,1,dry_weight_g,101.1,,3
connecticut-leopard-queen-vegan-low-artist,112,VT,1,dry_weight_g,130.6,,2
connecticut-leopard-queen-vegan-low-artist,113,VT,1,dry_weight_g,113.0,,2
connecticut-leopard-queen-vegan-low-artist,114,VT,1,dry_weight_g,128.5,,2
connecticut-leopard-queen-vegan-low-artist,115,VT,1,dry_weight_g,92.6,,3
connecticut-leopard-queen-vegan-low-artist,115,VT,1,dry_weight_g,103.2,,3
connecticut-leopard-queen-vegan-low-artist,116,VT,1,dry_weight_g,79.5,,3
connecticut-leopard-queen-vegan-low-artist,117,VT,1,dry_weight_g,91.6,,3
connecticut-leopard-queen-vegan-low-artist,118,VT,1,dry_weight_g,122.8,,3
connecticut-leopard-queen-vegan-low-artist,201,VT,1,dry_weight_g,68.1,,35
connecticut-leopard-queen-vegan-low-artist,202,VT,1,dry_weight_g,103.6,,32
connecticut-leopard-queen-vegan-low-artist,203,VT,1,dry_weight_g,55.9,,32
connecticut-leopard-queen-vegan-low-artist,204,VT,1,dry_weight_g,56.7,,33
connecticut-leopard-queen-vegan-low-artist,204,VT,1,dry_weight_g,49.9,,33
connecticut-leopard-queen-vegan-low-artist,303,VT,1,dry_weight_g,111.1,,36
connecticut-leopard-queen-vegan-low-artist,304,VT,1,dry_weight_g,119.7,,35
connecticut-leopard-queen-vegan-low-artist,305,VT,1,dry_weight_g,76.7,,37
connecticut-leopard-queen-vegan-low-artist,306,VT,1,dry_weight_g,58.1,,37
connecticut-leopard-queen-vegan-low-artist,306,VT,1,dry_weight_g,79.7,,37
connecticut-leopard-queen-vegan-low-artist,307,VT,1,dry_weight_g,90.9,,36
connecticut-leopard-queen-vegan-low-artist,307,VT,1,dry_weight_g,75.1,,36
connecticut-leopard-queen-vegan-low-artist,308,VT,1,dry_weight_g,121.4,,38
connecticut-leopard-queen-vegan-low-artist,308,VT,1,dry_weight_g,87.8,,38
connecticut-leopard-queen-vegan-low-artist,309,VT,1,dry_weight_g,114.8,,38
connecticut-leopard-queen-vegan-low-artist,309,VT,1,dry_weight_g,74.9,,38
connecticut-leopard-queen-vegan-low-artist,311,VT,1,dry_weight_g,83.3,,2
connecticut-leopard-queen-vegan-low-artist,312,VT,1,dry_weight_g,124.9,,2
connecticut-leopard-queen-vegan-low-artist,313,VT,1,dry_weight_g,36.5,,2
connecticut-leopard-queen-vegan-low-artist,314,VT,1,dry_weight_g,74.6,,2
connecticut-leopard-queen-vegan-low-artist,315,VT,1,dry_weight_g,48.4,,2
connecticut-leopard-queen-vegan-low-artist,316,VT,1,dry_weight_g,55.2,,2
connecticut-leopard-queen-vegan-low-artist,316,VT,1,dry_weight_g,96.0,,2
nine-texas-march-texas-chicken-hotel,301,VT,3,dry_weight_g,346.7,115.57,30
nine-texas-march-texas-chicken-hotel,302,VT,3,dry_weight_g,383.2,127.73,34
nine-texas-march-texas-chicken-hotel,303,VT,3,dry_weight_g,309.5,103.17,36
nine-texas-march-texas-chicken-hotel,304,VT,3,dry_weight_g,389.2,129.73,35
nine-texas-march-texas-chicken-hotel,305,VT,3,dry_weight_g,367.5,122.50,37
nine-texas-march-texas-chicken-hotel,306,VT,3,dry_weight_g,363.9,121.30,37
nine-texas-march-texas-chicken-hotel,307,VT,3,dry_weight_g,355.0,118.33,36
nine-texas-march-texas-chicken-hotel,402,VT,3,dry_weight_g,371.2,123.73,34
nitrogen-alanine-queen-london-white-nineteen,103,VT,3,dry_weight_g,793.4,,38
nitrogen-alanine-queen-london-white-nineteen,104,VT,3,dry_weight_g,648.9,,38
nitrogen-alanine-queen-london-white-nineteen,106,VT,3,dry_weight_g,667.4,,35
nitrogen-alanine-queen-london-white-nineteen,107,VT,3,dry_weight_g,456.0,,35
nitrogen-alanine-queen-london-white-nineteen,108,VT,3,dry_weight_g,751.0,,37
nitrogen-alanine-queen-london-white-nineteen,109,VT,3,dry_weight_g,298.1,,34
nitrogen-alanine-queen-london-white-nineteen,204,VT,3,dry_weight_g,881.4,,33
nitrogen-alanine-queen-london-white-nineteen,205,VT,3,dry_weight_g,753.8,,35
nitrogen-alanine-queen-london-white-nineteen,206,VT,3,dry_weight_g,674.8,,36
nitrogen-alanine-queen-london-white-nineteen,207,VT,3,dry_weight_g,843.9,,35
nitrogen-alanine-queen-london-white-nineteen,209,VT,3,dry_weight_g,263.8,,35
nitrogen-alanine-queen-london-white-nineteen,301,VT,3,dry_weight_g,771.7,,30
nitrogen-alanine-queen-london-white-nineteen,302,VT,3,dry_weight_g,785.8,,34
nitrogen-alanine-queen-london-white-nineteen,303,VT,3,dry_weight_g,712.9,,36
nitrogen-alanine-queen-london-white-nineteen,304,VT,3,dry_weight_g,606.0,,35
nitrogen-alanine-queen-london-white-nineteen,305,VT,3,dry_weight_g,353.1,,37
nitrogen-alanine-queen-london-white-nineteen,306,VT,3,dry_weight_g,840.0,,37
nitrogen-alanine-queen-london-white-nineteen,401,VT,3,dry_weight_g,629.3,,34
nitrogen-alanine-queen-london-white-nineteen,402,VT,3,dry_weight_g,654.2,,34
nitrogen-alanine-queen-london-white-nineteen,403,VT,3,dry_weight_g,747.2,,33
nitrogen-alanine-queen-london-white-nineteen,404,VT,3,dry_weight_g,231.4,,35
nitrogen-alanine-queen-london-white-nineteen,408,VT,3,dry_weight_g,775.1,,30
nitrogen-alanine-queen-london-white-nineteen,409,VT,3,dry_weight_g,597.3,,33
pizza-venus-fourteen-apart-sierra-crazy,101,VT,3,dry_weight_g,277.5,,36
pizza-venus-fourteen-apart-sierra-crazy,102,VT,3,dry_weight_g,316.4,,37
pizza-venus-fourteen-apart-sierra-crazy,103,VT,3,dry_weight_g,348.6,,38
pizza-venus-fourteen-apart-sierra-crazy,107,VT,3,dry_weight_g,274.5,,35
pizza-venus-fourteen-apart-sierra-crazy,108,VT,3,dry_weight_g,284.9,,37
pizza-venus-fourteen-apart-sierra-crazy,109,VT,3,dry_weight_g,313.5,,34
pizza-venus-fourteen-apart-sierra-crazy,201,VT,3,dry_weight_g,327.7,,35
pizza-venus-fourteen-apart-sierra-crazy,203,VT,3,dry_weight_g,332.9,,32
pizza-venus-fourteen-apart-sierra-crazy,204,VT,3,dry_weight_g,320.1,,33
pizza-venus-fourteen-apart-sierra-crazy,205,VT,3,dry_weight_g,313.6,,35
pizza-venus-fourteen-apart-sierra-crazy,206,VT,3,dry_weight_g,383.3,,36
pizza-venus-fourteen-apart-sierra-crazy,207,VT,3,dry_weight_g,306.1,,35
pizza-venus-fourteen-apart-sierra-crazy,208,VT,3,dry_weight_g,336.8,,36
pizza-venus-fourteen-apart-sierra-crazy,209,VT,3,dry_weight_g,330.9,,35
pizza-venus-fourteen-apart-sierra-crazy,304,VT,3,dry_weight_g,309.4,,35
pizza-venus-fourteen-apart-sierra-crazy,305,VT,3,dry_weight_g,278.1,,37
pizza-venus-fourteen-apart-sierra-crazy,306,VT,3,dry_weight_g,284.1,,37
pizza-venus-fourteen-apart-sierra-crazy,307,VT,3,dry_weight_g,308.4,,36
pizza-venus-fourteen-apart-sierra-crazy,401,VT,3,dry_weight_g,303.5,,34
pizza-venus-fourteen-apart-sierra-crazy,402,VT,3,dry_weight_g,334.7,,34
pizza-venus-fourteen-apart-sierra-crazy,403,VT,3,dry_weight_g,282.6,,33
pizza-venus-fourteen-apart-sierra-crazy,404,VT,3,dry_weight_g,322.1,,35
pizza-venus-fourteen-apart-sierra-crazy,405,VT,3,dry_weight_g,301.3,,36
pizza-venus-fourteen-apart-sierra-crazy,406,VT,3,dry_weight_g,314.9,,34
lactose-vermont-crazy-echo-william-bravo,101,VT,3,dry_weight_g,262.1,,36
lactose-vermont-crazy-echo-william-bravo,102,VT,3,dry_weight_g,202.9,,37
lactose-vermont-crazy-echo-william-bravo,103,VT,3,dry_weight_g,344.1,,38
lactose-vermont-crazy-echo-william-bravo,104,VT,3,dry_weight_g,116.3,,38
lactose-vermont-crazy-echo-william-bravo,106,VT,3,dry_weight_g,534.7,,35
lactose-vermont-crazy-echo-william-bravo,107,VT,3,dry_weight_g,561.4,,35
lactose-vermont-crazy-echo-william-bravo,108,VT,3,dry_weight_g,505.1,,37
lactose-vermont-crazy-echo-william-bravo,109,VT,3,dry_weight_g,325.4,,34
lactose-vermont-crazy-echo-william-bravo,201,VT,3,dry_weight_g,282.3,,35
lactose-vermont-crazy-echo-william-bravo,202,VT,3,dry_weight_g,570.6,,32
lactose-vermont-crazy-echo-william-bravo,203,VT,3,dry_weight_g,353.0,,32
lactose-vermont-crazy-echo-william-bravo,207,VT,3,dry_weight_g,291.1,,35
lactose-vermont-crazy-echo-william-bravo,208,VT,3,dry_weight_g,259.1,,36
lactose-vermont-crazy-echo-william-bravo,209,VT,3,dry_weight_g,236.6,,35
lactose-vermont-crazy-echo-william-bravo,301,VT,3,dry_weight_g,219.8,,30
lactose-vermont-crazy-echo-william-bravo,303,VT,3,dry_weight_g,198.5,,36
lactose-vermont-crazy-echo-william-bravo,304,VT,3,dry_weight_g,179.3,,35
lactose-vermont-crazy-echo-william-bravo,305,VT,3,dry_weight_g,218.4,,37
lactose-vermont-crazy-echo-william-bravo,306,VT,3,dry_weight_g,182.8,,37
lactose-vermont-crazy-echo-william-bravo,307,VT,3,dry_weight_g,150.9,,36
lactose-vermont-crazy-echo-william-bravo,308,VT,3,dry_weight_g,237.1,,38
lactose-vermont-crazy-echo-william-bravo,309,VT,3,dry_weight_g,284.4,,38
lactose-vermont-crazy-echo-william-bravo,404,VT,3,dry_weight_g,302.3,,35
lactose-vermont-crazy-echo-william-bravo,405,VT,3,dry_weight_g,288.0,,36
lactose-vermont-crazy-echo-william-bravo,406,VT,3,dry_weight_g,181.4,,34
lactose-vermont-crazy-echo-william-bravo,407,VT,3,dry_weight_g,192.2,,32
lactose-vermont-crazy-echo-william-bravo,409,VT,3,dry_weight_g,400.0,,33
bravo-arizona-sixteen-eighteen-hot-spaghetti,102,VT,3,dry_weight_g,265.0,88.33,37
bravo-arizona-sixteen-eighteen-hot-spaghetti,103,VT,3,dry_weight_g,301.1,100.37,38
bravo-arizona-sixteen-eighteen-hot-spaghetti,104,VT,3,dry_weight_g,275.1,91.7,38
bravo-arizona-sixteen-eighteen-hot-spaghetti,105,VT,3,dry_weight_g,247.9,82.63,35
bravo-arizona-sixteen-eighteen-hot-spaghetti,106,VT,3,dry_weight_g,187.5,62.5,35
bravo-arizona-sixteen-eighteen-hot-spaghetti,201,VT,3,dry_weight_g,299.6,99.87,35
bravo-arizona-sixteen-eighteen-hot-spaghetti,202,VT,3,dry_weight_g,274.0,91.33,32
bravo-arizona-sixteen-eighteen-hot-spaghetti,203,VT,3,dry_weight_g,239.7,79.9,32
bravo-arizona-sixteen-eighteen-hot-spaghetti,204,VT,3,dry_weight_g,273.7,91.23,33
bravo-arizona-sixteen-eighteen-hot-spaghetti,206,VT,3,dry_weight_g,217.8,72.6,36
bravo-arizona-sixteen-eighteen-hot-spaghetti,207,VT,3,dry_weight_g,244.5,81.5,35
bravo-arizona-sixteen-eighteen-hot-spaghetti,208,VT,3,dry_weight_g,257.9,85.97,36
bravo-arizona-sixteen-eighteen-hot-spaghetti,209,VT,3,dry_weight_g,236.4,78.8,35
bravo-arizona-sixteen-eighteen-hot-spaghetti,301,VT,3,dry_weight_g,260.0,86.67,30
bravo-arizona-sixteen-eighteen-hot-spaghetti,302,VT,3,dry_weight_g,233.4,77.8,34
bravo-arizona-sixteen-eighteen-hot-spaghetti,303,VT,3,dry_weight_g,242.9,80.97,36
bravo-arizona-sixteen-eighteen-hot-spaghetti,307,VT,3,dry_weight_g,257.3,85.77,36
bravo-arizona-sixteen-eighteen-hot-spaghetti,308,VT,3,dry_weight_g,234.0,78.0,38
bravo-arizona-sixteen-eighteen-hot-spaghetti,309,VT,3,dry_weight_g,233.0,77.67,38
bravo-arizona-sixteen-eighteen-hot-spaghetti,401,VT,3,dry_weight_g,254.9,84.97,34
bravo-arizona-sixteen-eighteen-hot-spaghetti,403,VT,3,dry_weight_g,272.5,90.83,33
bravo-arizona-sixteen-eighteen-hot-spaghetti,404,VT,3,dry_weight_g,200.1,66.7,35
bravo-arizona-sixteen-eighteen-hot-spaghetti,406,VT,3,dry_weight_g,243.1,81.03,34
bravo-arizona-sixteen-eighteen-hot-spaghetti,407,VT,3,dry_weight_g,245.7,81.9,32
bravo-arizona-sixteen-eighteen-hot-spaghetti,408,VT,3,dry_weight_g,245.5,81.83,30
bravo-arizona-sixteen-eighteen-hot-spaghetti,409,VT,3,dry_weight_g,216.4,72.13,33
bravo-arizona-sixteen-eighteen-hot-spaghetti,504,VT,3,dry_weight_g,246.4,82.13,5
bravo-arizona-sixteen-eighteen-hot-spaghetti,505,VT,3,dry_weight_g,246.7,82.23,6
bravo-arizona-sixteen-eighteen-hot-spaghetti,506,VT,3,dry_weight_g,245.5,81.83,6
bravo-arizona-sixteen-eighteen-hot-spaghetti,507,VT,3,dry_weight_g,205.1,68.37,6
bravo-arizona-sixteen-eighteen-hot-spaghetti,509,VT,3,dry_weight_g,303.5,101.17,7
bravo-arizona-sixteen-eighteen-hot-spaghetti,602,VT,3,dry_weight_g,249.6,83.2,8
bravo-arizona-sixteen-eighteen-hot-spaghetti,603,VT,3,dry_weight_g,266.6,88.87,7
bravo-arizona-sixteen-eighteen-hot-spaghetti,604,VT,3,dry_weight_g,261.3,87.1,7
bravo-arizona-sixteen-eighteen-hot-spaghetti,605,VT,3,dry_weight_g,272.1,90.7,6
bravo-arizona-sixteen-eighteen-hot-spaghetti,606,VT,3,dry_weight_g,250.5,83.5,7
island-beryllium-idaho-wyoming-florida-nitrogen,101,VT,3,dry_weight_g,297.3,47.50,36
island-beryllium-idaho-wyoming-florida-nitrogen,102,VT,3,dry_weight_g,218.8,45.33,37
island-beryllium-idaho-wyoming-florida-nitrogen,103,VT,3,dry_weight_g,243.0,52.40,38
island-beryllium-idaho-wyoming-florida-nitrogen,104,VT,3,dry_weight_g,254.3,60.17,38
island-beryllium-idaho-wyoming-florida-nitrogen,106,VT,3,dry_weight_g,242.3,46.80,35
island-beryllium-idaho-wyoming-florida-nitrogen,107,VT,3,dry_weight_g,278.3,56.97,35
island-beryllium-idaho-wyoming-florida-nitrogen,108,VT,3,dry_weight_g,263.2,63.97,37
island-beryllium-idaho-wyoming-florida-nitrogen,109,VT,3,dry_weight_g,228.7,58.87,34
island-beryllium-idaho-wyoming-florida-nitrogen,201,VT,3,dry_weight_g,300.9,63.73,35
island-beryllium-idaho-wyoming-florida-nitrogen,202,VT,3,dry_weight_g,275.8,63.47,32
island-beryllium-idaho-wyoming-florida-nitrogen,203,VT,3,dry_weight_g,301.6,63.20,32
island-beryllium-idaho-wyoming-florida-nitrogen,207,VT,3,dry_weight_g,244.7,41.10,35
island-beryllium-idaho-wyoming-florida-nitrogen,208,VT,3,dry_weight_g,248.4,69.27,36
island-beryllium-idaho-wyoming-florida-nitrogen,209,VT,3,dry_weight_g,287.7,69.17,35
island-beryllium-idaho-wyoming-florida-nitrogen,301,VT,3,dry_weight_g,272.9,65.40,30
island-beryllium-idaho-wyoming-florida-nitrogen,303,VT,3,dry_weight_g,238.8,70.90,36
island-beryllium-idaho-wyoming-florida-nitrogen,305,VT,3,dry_weight_g,326.3,64.33,37
island-beryllium-idaho-wyoming-florida-nitrogen,306,VT,3,dry_weight_g,301.9,76.17,37
island-beryllium-idaho-wyoming-florida-nitrogen,307,VT,3,dry_weight_g,223.7,69.37,36
island-beryllium-idaho-wyoming-florida-nitrogen,308,VT,3,dry_weight_g,266.1,54.33,38
island-beryllium-idaho-wyoming-florida-nitrogen,309,VT,3,dry_weight_g,319.0,53.70,38
island-beryllium-idaho-wyoming-florida-nitrogen,404,VT,3,dry_weight_g,287.0,67.60,35
island-beryllium-idaho-wyoming-florida-nitrogen,405,VT,3,dry_weight_g,264.2,69.80,36
island-beryllium-idaho-wyoming-florida-nitrogen,406,VT,3,dry_weight_g,242.8,43.37,34
island-beryllium-idaho-wyoming-florida-nitrogen,407,VT,3,dry_weight_g,311.7,50.70,32
island-beryllium-idaho-wyoming-florida-nitrogen,409,VT,3,dry_weight_g,268.0,65.13,33
mountain-november-chicken-avocado-magazine-oven,101,VT,3,dry_weight_g,462.2,154.07,36
mountain-november-chicken-avocado-magazine-oven,102,VT,3,dry_weight_g,688.8,229.6,37
mountain-november-chicken-avocado-magazine-oven,103,VT,3,dry_weight_g,314.9,104.97,38
mountain-november-chicken-avocado-magazine-oven,107,VT,3,dry_weight_g,388.0,129.33,35
mountain-november-chicken-avocado-magazine-oven,108,VT,3,dry_weight_g,564.2,188.07,37
mountain-november-chicken-avocado-magazine-oven,109,VT,3,dry_weight_g,334.4,111.47,34
mountain-november-chicken-avocado-magazine-oven,201,VT,3,dry_weight_g,445.4,148.47,35
mountain-november-chicken-avocado-magazine-oven,204,VT,3,dry_weight_g,338.8,112.93,33
mountain-november-chicken-avocado-magazine-oven,205,VT,3,dry_weight_g,629.3,209.77,35
mountain-november-chicken-avocado-magazine-oven,206,VT,3,dry_weight_g,451.4,150.47,36
mountain-november-chicken-avocado-magazine-oven,207,VT,3,dry_weight_g,334.1,111.37,35
mountain-november-chicken-avocado-magazine-oven,208,VT,3,dry_weight_g,353.1,117.7,36
mountain-november-chicken-avocado-magazine-oven,209,VT,3,dry_weight_g,442.3,147.43,35
carolina-earth-spring-carpet-winner-eleven,306,VT,3,dry_weight_g,256.4,85.47,37
carolina-earth-spring-carpet-winner-eleven,308,VT,3,dry_weight_g,258.3,86.1,38
carolina-earth-spring-carpet-winner-eleven,309,VT,3,dry_weight_g,273.2,91.07,38
carolina-earth-spring-carpet-winner-eleven,401,VT,3,dry_weight_g,277.8,92.6,34
carolina-earth-spring-carpet-winner-eleven,402,VT,3,dry_weight_g,244.8,81.6,34
carolina-earth-spring-carpet-winner-eleven,403,VT,3,dry_weight_g,265.7,88.57,33
carolina-earth-spring-carpet-winner-eleven,407,VT,3,dry_weight_g,252.0,84.0,32
carolina-earth-spring-carpet-winner-eleven,408,VT,3,dry_weight_g,197.1,65.7,30
carolina-earth-spring-carpet-winner-eleven,409,VT,3,dry_weight_g,269.1,89.7,33
nitrogen-alanine-queen-london-white-nineteen,101,VT,3,dry_weight_g,592.1,,36
nitrogen-alanine-queen-london-white-nineteen,408,VT,3,dry_weight_g,775.1,,30
nitrogen-alanine-queen-london-white-nineteen,409,VT,3,dry_weight_g,597.3,,33
pizza-venus-fourteen-apart-sierra-crazy,101,VT,3,dry_weight_g,277.5,,36
pizza-venus-fourteen-apart-sierra-crazy,102,VT,3,dry_weight_g,316.4,,37
pizza-venus-fourteen-apart-sierra-crazy,103,VT,3,dry_weight_g,348.6,,38
pizza-venus-fourteen-apart-sierra-crazy,107,VT,3,dry_weight_g,274.5,,35
pizza-venus-fourteen-apart-sierra-crazy,108,VT,3,dry_weight_g,284.9,,37
pizza-venus-fourteen-apart-sierra-crazy,109,VT,3,dry_weight_g,313.5,,34
pizza-venus-fourteen-apart-sierra-crazy,201,VT,3,dry_weight_g,327.7,,35
pizza-venus-fourteen-apart-sierra-crazy,401,VT,3,dry_weight_g,303.5,,34
pizza-venus-fourteen-apart-sierra-crazy,402,VT,3,dry_weight_g,334.7,,34
pizza-venus-fourteen-apart-sierra-crazy,403,VT,3,dry_weight_g,282.6,,33
pizza-venus-fourteen-apart-sierra-crazy,404,VT,3,dry_weight_g,322.1,,35
pizza-venus-fourteen-apart-sierra-crazy,405,VT,3,dry_weight_g,301.3,,36
pizza-venus-fourteen-apart-sierra-crazy,406,VT,3,dry_weight_g,314.9,,34
lactose-vermont-crazy-echo-william-bravo,101,VT,3,dry_weight_g,262.1,,36
lactose-vermont-crazy-echo-william-bravo,102,VT,3,dry_weight_g,202.9,,37
lactose-vermont-crazy-echo-william-bravo,103,VT,3,dry_weight_g,344.1,,38
lactose-vermont-crazy-echo-william-bravo,104,VT,3,dry_weight_g,116.3,,38
lactose-vermont-crazy-echo-william-bravo,303,VT,3,dry_weight_g,198.5,,36
lactose-vermont-crazy-echo-william-bravo,304,VT,3,dry_weight_g,179.3,,35
lactose-vermont-crazy-echo-william-bravo,305,VT,3,dry_weight_g,218.4,,37
lactose-vermont-crazy-echo-william-bravo,306,VT,3,dry_weight_g,182.8,,37
lactose-vermont-crazy-echo-william-bravo,307,VT,3,dry_weight_g,150.9,,36
lactose-vermont-crazy-echo-william-bravo,308,VT,3,dry_weight_g,237.1,,38
lactose-vermont-crazy-echo-william-bravo,309,VT,3,dry_weight_g,284.4,,38
lactose-vermont-crazy-echo-william-bravo,404,VT,3,dry_weight_g,302.3,,35
lactose-vermont-crazy-echo-william-bravo,405,VT,3,dry_weight_g,288.0,,36
lactose-vermont-crazy-echo-william-bravo,406,VT,3,dry_weight_g,181.4,,34
lactose-vermont-crazy-echo-william-bravo,407,VT,3,dry_weight_g,192.2,,32
bravo-arizona-sixteen-eighteen-hot-spaghetti,206,VT,3,dry_weight_g,217.8,72.6,36
bravo-arizona-sixteen-eighteen-hot-spaghetti,207,VT,3,dry_weight_g,244.5,81.5,35
bravo-arizona-sixteen-eighteen-hot-spaghetti,208,VT,3,dry_weight_g,257.9,85.97,36
bravo-arizona-sixteen-eighteen-hot-spaghetti,209,VT,3,dry_weight_g,236.4,78.8,35
bravo-arizona-sixteen-eighteen-hot-spaghetti,301,VT,3,dry_weight_g,260.0,86.67,30
bravo-arizona-sixteen-eighteen-hot-spaghetti,302,VT,3,dry_weight_g,233.4,77.8,34
bravo-arizona-sixteen-eighteen-hot-spaghetti,303,VT,3,dry_weight_g,242.9,80.97,36
bravo-arizona-sixteen-eighteen-hot-spaghetti,307,VT,3,dry_weight_g,257.3,85.77,36
bravo-arizona-sixteen-eighteen-hot-spaghetti,308,VT,3,dry_weight_g,234.0,78.0,38
bravo-arizona-sixteen-eighteen-hot-spaghetti,309,VT,3,dry_weight_g,233.0,77.67,38
bravo-arizona-sixteen-eighteen-hot-spaghetti,401,VT,3,dry_weight_g,254.9,84.97,34
bravo-arizona-sixteen-eighteen-hot-spaghetti,509,VT,3,dry_weight_g,303.5,101.17,7
bravo-arizona-sixteen-eighteen-hot-spaghetti,602,VT,3,dry_weight_g,249.6,83.2,8
bravo-arizona-sixteen-eighteen-hot-spaghetti,603,VT,3,dry_weight_g,266.6,88.87,7
bravo-arizona-sixteen-eighteen-hot-spaghetti,604,VT,3,dry_weight_g,261.3,87.1,7
bravo-arizona-sixteen-eighteen-hot-spaghetti,605,VT,3,dry_weight_g,272.1,90.7,6
bravo-arizona-sixteen-eighteen-hot-spaghetti,606,VT,3,dry_weight_g,250.5,83.5,7
island-beryllium-idaho-wyoming-florida-nitrogen,101,VT,3,dry_weight_g,297.3,47.50,36
island-beryllium-idaho-wyoming-florida-nitrogen,102,VT,3,dry_weight_g,218.8,45.33,37
island-beryllium-idaho-wyoming-florida-nitrogen,103,VT,3,dry_weight_g,243.0,52.40,38
island-beryllium-idaho-wyoming-florida-nitrogen,104,VT,3,dry_weight_g,254.3,60.17,38
island-beryllium-idaho-wyoming-florida-nitrogen,303,VT,3,dry_weight_g,238.8,70.90,36
island-beryllium-idaho-wyoming-florida-nitrogen,305,VT,3,dry_weight_g,326.3,64.33,37
island-beryllium-idaho-wyoming-florida-nitrogen,306,VT,3,dry_weight_g,301.9,76.17,37
island-beryllium-idaho-wyoming-florida-nitrogen,307,VT,3,dry_weight_g,223.7,69.37,36
